Sensed force
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
0	-0.0173471 -0.129866 -1.02506 0.00518685 0.00634073 -0.00289761	
